texts,scores,class
"My starring in the & ""LOVEYOURSELF"" by ft . Filmed by Please Share Link and Watch on YouTube  A SONG AND MOVEMENT ABOUT DOMESTIC VIOLENCE ",0,0
"I tire of this . I regularly get mail addressed to my dad, although he doesnt own property in Travis county and did not help me in any way buy my house (dont get me wrong I love my dad!). You can even look up the tax records and see my name as the owner! I dont know if this is just spam or real advertising, but at least assume a woman can buy her own damn house!",0,0
When you can find that one  that clicks ,0,0
Good to see sexism and the wanton objectifying of peoples bodies has been stopped in advertising. New shop front Sauchiehall Street Glasgow.,1,2
"The reason why I'm not uploading a picture of my tea, I leave lee with boiling the potatoes I get back and my house stinks of burnt food and I find my potatoes brown and stuck to the bottom of the pan lol!!! Men grrrr, anyway I had boiled ham and lots of veg and the tiniest amount of brown mash hahaaaa and just to add it was",0,0
"On October 12th of last year, the hard work of so many of us came together in the national Oct12 Walkout against sexual violence. After all of the time that we put in, it was so profoundly rewarding to see students rise up around the country at that pressing time. I am proud every day for what we We still believe Dr. Ford, we still believe Anita Hill, and we still believe survivors.    ",0,0
My wife and me . . .,0,0
Photo - Follow for daily posts of the most beautiful redheads!,0,0
Hell be angry because you said hello when he came home. ,0,0
"My buddy Aaron sent me some coffee, mug, and a scoop from a company be started . Go check it out. And yes, the coffee is delicious.",0,0
Let us all pray. Because this will be devastating.,0,0
"()  Stepping into the weekend like... Happy Friday Queens! ""Bibi"") - | -",0,0
Is it time we unlearn the cultural bias against colours and embrace brighter hues? What do you think? Source Chromaphobia by David Batchelor,0,0
"We were raised to believe that many things in this world are for men only. Have you ever shopped for something that is considered manly? How did it go? For me, it went horribly. I was treated as ignorant because of my boobs, I assume. Read post evulving.com Photo from . . .",0,0
he is telling the truth x .cosentino .alvaro,0,0
"Must read 1st then share on story. For spreading this wrds Follow & Slut - A word used by boys to describe a girl's character these days. She wears short clothes, she is a slut! She is going for a late night party, she is a slut! She is talking with more than one guy, she is a slut! She is not a virgin, she is a slut! She is having more male friends, she is a slut! And now a days, even if a girl is wearing an off shoulder top, you guys label her as a slut! She is not a slut...Come on every one is having freedom to live.. Rather I should say that your minds are filled with dirt. Everytime when a girl decides to live her life in her own way, she is labelled as a slut by some knuckleheads. STOP THIS SLUT SHAMING. Do you guys ever realise how bad a girl feels, when she is called a Slut? Just because she wanted to live her life freely? Life seems meaningless to her. She regrets being born as a girl. .I want you to know that you are beautiful no matter what others say to you. No one deserves to feel even for a second that they are worthless in this world. Never give anyone the ability to bring you down or allow you to think you are not good enough. Each and every one of us were placed on this Earth with a purpose...No one can heal themselves by wounding others. Our words must be used to encourage others, not destroy them. We do not know the struggles and hardships others may be experiencing. It is important to always be mindful of the feelings of others. Do not be afraid to be yourself because that is what makes you special. You can achieve anything you set your mind to. This is your life, it is up to you to paint it the way you would like it to be  So Dear Girls, Don't hold back your feelings and awesomeness just because of some cheap and mentally disturbed craps...Don't just walk away, just give them a tight slap give that person a nice lesson, lets your hands do the talking and at last just ask a question...Ghar meh maa behan nai hai kya ?",0,0
Cousin love at Omas house.  . .,0,0
Our goes out to for being one of the most of our modern age. If you haven't read it already I highly recommend her book 'All the Single Ladies'!! . . .,0,0
please say im not slone with that,0,0
"A great depiction of what panic can feel like from . Panic is no joke! The feeling of panic can show up when we get triggered or have a memory of the sexual assault. And, it can be so intense that we may feel like were about to die because its hard to breathe. Although we may not be able to control the onset of the feeling, we can control it. Here are a few actions that may help to better manage the symptoms of panic 1. Start grounding - Plant your feet flat on the ground and push down with the balls and heels. This resistance can help pull your mound out of the feelings/thoughts that are causing the panic and bring you into present moment. 2. Open your eyes and look at your surroundings 3. Touch a (non dangerous) solid object that is near to you.",0,0
Now Pakistan army after attack Mai madarchod hu Jo isme aya Follow,0,0
"Im gonna call it right now, after September 13th, *everyone* is going to want to be a stripper. Itll be the latest fad. The hype will be so annoying but at least we wont be as big of a target for slut shaming, and will possibly be better accepted into society. *major eye rolls*       ",1,1
"""You don't have to tolerate any behavior you don't like."" . . . . .",0,0
"Back in *my* day, Brandy was a fine girl...what a good wife she would [have been]. What happened?",1,1
Up close with Carolyn & Steve. If you can relate or need help please send a PM,0,0
Oh em geeee this is so spot on!,0,0
So... It's and I'm woken up by my foot getting pulled about the place... Absolutely shat myself thinking I was getting Paranormal Activity'd and my ass was about to get dragged out of bed and down the hall but naaaaw... My lovely husband-to-be in his sleep!,0,0
"The movement has very unfortunately become a permission slip for culturally and emotionally incarcerating men as a whole for the wrongdoing of a few. As a result, guys are struggling to navigate today's hostile social environment. LIVE right now with Lori Corrigan with guests, Wesly Feuquay, Gregg Garibay, and Ron Interpreter of the Psylogia Institute of Consciousness Evolution share their collective expertise on masculinity and the modern man. Join us LIVE right now - 10/18) on PhoenixBusinessRadioX.com",1,1
