texts,scores
These hooks stopped the nagging in my house. Prior to the bathroom reno we had this complex contraption called a towel rail. For ten years my dear hubby never worked out how to use it and I continually picked up a towel off the floor. Thanks to Instagram I found these hooks and had them posted from America and have been worth every penny. Towels dont live on the ground and they dry well (the only issue I was worried about).,0
Its about that time again . . . . . TAGS { lives matter,0
It doesnt matter how ppl judge you from your look...Always be good with them and then time will speak about you... Be good do good and never try to hurt anyone intentionally.. Alhamdullilah for everything.... Concept by Behind the camera .photos Makeup by Shoot place personality,0
Anyone else think this one would make a great Fathers Day gift??,0
No more labels in 2019! Follow for more! -,0
I can categorically tell you...this is NOT true,0
What kinda world do we live in... In which I have to agree with Kanye West on this whole dress thing... Dude didn't even suggest she change... Just told her how it made him feel... If you can't tell your wife how you feel... Who can you tell???,0
I wrote this track vor a brother who dies RIP,0
"The house that once existed in that field was where I first felt like I was going to die. I was six. Over 30 years later I'm still here, but that house isn't. It was beautiful and in a growing neighborhood. Yet, they tore it down. I even walked around it while they were tearing it down. I felt like I had beaten the demons that were born there. There was triumph in the midst of that destruction. However, the destruction that was left in me still exists today. I have a heart damaged by abuse that started when I was a child. Through a fucked version of religion I was taught to blame myself for what was done to me. Taught that I was damaged goods. I still feel that way most days. I post this to say I am still here. Still hoping. Still striving to see something of value in me.",0
The bizarre and racist history of BMI.,0
Don't you just love men! Finished cleaning the house and while I'm out walking the dog he comes home from his bike ride and washes his bloody bike right by the back door thanks for that now the dogs are going to get paw prints all over my nice clean floors and the kids will go straight out there after school and do exactly the same bloody men And last school run for a week and my bloody clutch has gone aaaarrgggghhh Oh and this candle smells lush it's perfect for when you're cleaning it smells clean,0
"Yea, keep living that ""hoe life"" and bragging about side pieces.. Congratulations America!",0
Check out our latest additions to our feminist collection all about Mansplaining  Available from . . .,0
"Love looks not with the eyes, but with the mind, And therefore is winged Cupid painted blind. - William Shakespeare -  ",0
Happy Wednesday everyone Tag the women in your life that lift you up!   ,0
"This week we are talking about women's sexual health, as it is an important but very taboo part of women's overall wellbeing. While we normally have no problem talking about sexual health in terms of men, thinking about sexual health for women still seems to require a lot of sensitivity. so before we dive into all that fun stuff, we first need to talk about another important thing women face with their sexual health- slut shaming.     As women, we seem to teeter in this fine line of ""if you're not giving it up you're a prude, but if you are you're a slut"". What about just letting women do their thing safely and happily? Giving women the permission to love themselves in such an intimate manner. How can women truly explore their sexual health if they're too ashamed to talk about it in the first place. We need to empower one another and provide a safe space to talk about sex for women. So this week while we focus on intimacy and sexual health, we also encourage you to look at your own relationship with yourself around your body image, and thoughts of yourself in relation to sexual health. Let's make it okay to learn about sex & intimacy.   ",0
"Beat Me In Tic Tac Toe,WIN$100!!! . ns. .",0
!Oye Chica! The groom boys! Desing & Planner .eventplanner Photo Fodd,0
"What we saying did I fart, say something risky or forget to do something?",0
Today the Womens Personal Safety Team held its 2nd annual Full Day Womens Self Defense Workshop . Chief Constable Adam Palmer was present in its opening ceremony. Tremendous knowledge and skills from this truly selfless group of women who put in all voluntarily hours to empower women in our community. Grateful and thank you to this team for making a positive impact on so many womens lives.,0
"Did you know? Since the FBI changed its definition of rape in 2013, the amount of reported rapes has increased by 20%. NBC Washington   ",0
"[ - ] The tragedy started when I bought costume in the US. If you google you can find.. . So yeah, our costume was short but that doesn't justify all the sexual harassment we got here. I assure you I can tell the difference between complimenting vs harassing. (I mean, aren't we all, ladies.) I tried to just ignore it, as we came to have fun and you know I am pretty understanding of drunk people. But that French guy saying ""Voulez-vous coucher avec moi?"" totally brought back my worst memories in as an exchange student. I am not tokenizing all guys, and that's not the point of this posting. I want to say if you are an Asian girl traveling to countries with smaller Asian populations, prepare your own one liner. If you get harassed unexpectedly and do nothing, your brain will explode with thoughts like I should've said this, I should've said that. Although I am having fun, that moment is played over and over back of my brain, thinking what would've been the best reaction for them not to think they can do that to Asian women. So if you don't want to ruin the whole trip because of some jerks, it's good to prepare your own one liner for the worst case. And as a person who traveled to 24 countries and 56 cities in Europe, I can tell you, with a 99% chance you will thank me and yourself being prepared. My line is ""Get educated"" from now on. And with this posting, I will forget everything and enjoy the rest of my trip.  .                 .            .         .            .  ,          . '    ' '        ' ..   .            .             .   24 56    , 99% .  .  ""Get educated""  .     .   .    10  .",0
